Date,Currency,Open,High,Low,Close,Volume BTC,Volume USD
2018-08-29,BTC,7075.1,7119.5,6908.92,7033.83,2348.48,16503702.04
2018-08-30,BTC,7033.83,7049.99,6795.7,6977.96,3543.52,24538442.17
2018-08-31,BTC,6977.96,7088.22,6880.0,7017.1,2720.96,19008922.93
2018-09-01,BTC,7017.1,7250.0,7015.67,7196.18,1103.66,7876737.74
2018-09-02,BTC,7196.18,7330.99,7129.56,7284.57,1235.67,8959013.07
2018-09-03,BTC,7284.57,7325.0,7170.7,7252.41,1467.12,10628270.59
2018-09-04,BTC,7252.41,7409.27,7215.02,7354.92,3439.11,25204320.74
2018-09-05,BTC,7354.92,7380.53,6666.0,6688.01,4301.94,30317410.93
2018-09-06,BTC,6688.01,6702.32,6226.0,6496.37,6273.81,40196776.04
2018-09-07,BTC,6496.37,6529.99,6320.71,6395.85,2780.75,17953667.11
2018-09-08,BTC,6395.85,6460.68,6120.0,6185.27,2021.71,12766962.34
2018-09-09,BTC,6185.27,6463.07,6140.01,6243.21,2087.96,13045123.78
2018-09-10,BTC,6243.21,6371.76,6226.31,6300.0,2051.67,12900274.47
2018-09-11,BTC,6300.0,6418.71,6165.44,6278.84,2499.03,15677856.22
2018-09-12,BTC,6278.84,6347.51,6200.0,6324.13,2192.45,13747156.98
2018-09-13,BTC,6324.13,6529.99,6324.13,6485.0,2332.92,15062740.99
2018-09-14,BTC,6485.0,6581.04,6389.25,6523.38,2780.46,18059077.25
2018-09-15,BTC,6523.38,6566.47,6469.0,6530.08,592.16,3863105.58
2018-09-16,BTC,6530.08,6530.08,6357.9,6498.37,524.89,3391634.83
2018-09-17,BTC,6498.37,6529.99,6209.01,6251.56,2736.92,17367416.75
2018-09-18,BTC,6251.56,6384.29,6230.5,6339.92,2240.75,14136811.69
2018-09-19,BTC,6339.92,6518.24,6107.74,6383.42,3692.98,23432546.42
2018-09-20,BTC,6383.42,6535.89,6338.65,6495.87,2325.95,14938946.07
2018-09-21,BTC,6495.87,6778.0,6492.41,6759.51,3401.61,22646336.0
2018-09-22,BTC,6759.51,6818.23,6630.0,6710.26,884.13,5939670.74
2018-09-23,BTC,6710.26,6764.72,6666.67,6702.64,347.68,2331141.5
2018-09-24,BTC,6702.64,6717.4,6559.59,6577.78,1730.32,11458102.51
2018-09-25,BTC,6577.78,6577.78,6329.17,6433.42,2183.87,13992766.14
2018-09-26,BTC,6433.42,6536.33,6381.46,6455.44,2248.64,14561887.86
2018-09-27,BTC,6455.44,6732.99,6425.84,6682.87,2694.75,17583905.36
2018-09-28,BTC,6682.87,6793.49,6532.29,6621.37,3004.98,20012691.15
2018-09-29,BTC,6621.37,6621.37,6457.1,6580.22,468.32,3066670.09
2018-09-30,BTC,6580.22,6644.01,6525.0,6597.94,882.41,5805561.01
2018-10-01,BTC,6597.94,6639.05,6482.05,6573.94,2334.63,15347203.02
2018-10-02,BTC,6573.94,6594.98,6450.0,6498.88,1466.65,9571476.68
2018-10-03,BTC,6498.88,6509.99,6396.39,6465.97,2333.15,15039703.99
2018-10-04,BTC,6465.97,6600.0,6455.91,6549.03,1855.23,12140773.27
2018-10-05,BTC,6549.03,6638.0,6515.0,6581.37,1408.07,9228572.04
2018-10-06,BTC,6581.37,6585.07,6530.34,6545.49,304.56,1996060.68
2018-10-07,BTC,6545.49,6589.98,6499.01,6573.17,405.53,2651882.18
2018-10-08,BTC,6573.17,6655.0,6538.14,6600.0,2290.23,15072266.28
2018-10-09,BTC,6600.0,6616.33,6546.0,6593.48,1882.22,12384852.28
2018-10-10,BTC,6593.48,6593.48,6450.0,6529.75,2347.72,15290847.01
2018-10-11,BTC,6529.75,6529.75,6026.09,6153.83,5275.98,32640762.34
2018-10-12,BTC,6153.83,6250.53,6112.01,6202.22,3599.22,22317379.45
2018-10-13,BTC,6202.22,6245.97,6180.27,6195.0,1184.85,7347064.2
2018-10-14,BTC,6195.0,6295.08,6149.88,6181.54,1474.45,9171189.96
2018-10-15,BTC,6181.54,6769.0,6152.0,6437.66,9758.49,62768419.83
2018-10-16,BTC,6437.66,6437.66,6428.43,6428.43,0.0,0.0
2018-10-17,BTC,6456.48,6459.94,6406.98,6439.0,2016.5,12973503.26
2018-10-18,BTC,6439.0,6487.77,6350.92,6391.01,4634.73,29754186.97
2018-10-19,BTC,6391.01,6410.02,6342.01,6386.29,3112.21,19844576.63
2018-10-20,BTC,6386.29,6421.68,6380.5,6413.23,990.61,6339399.49
2018-10-21,BTC,6413.23,6463.98,6404.99,6412.64,376.58,2422470.08
2018-10-22,BTC,6412.64,6426.24,6371.09,6407.43,2726.16,17445680.98
2018-10-23,BTC,6407.43,6418.0,6350.1,6395.25,3789.09,24199297.47
2018-10-24,BTC,6395.25,6465.68,6390.07,6412.0,3456.56,22209236.2
2018-10-25,BTC,6412.0,6423.5,6358.82,6389.7,2762.27,17653569.56
2018-10-26,BTC,6389.7,6450.0,6375.0,6401.09,3051.51,19516832.01
2018-10-27,BTC,6401.09,6425.0,6388.06,6410.01,403.56,2585971.38
2018-10-28,BTC,6410.01,6418.97,6387.64,6404.8,524.58,3358643.38
2018-10-29,BTC,6404.8,6414.12,6200.0,6263.67,3579.87,22638531.78
2018-10-30,BTC,6263.67,6287.56,6238.94,6270.43,3173.1,19863024.66
2018-10-31,BTC,6270.43,6346.94,6200.0,6305.58,3135.77,19664002.57
2018-11-01,BTC,6305.58,6359.29,6281.91,6344.3,2794.72,17624049.3
2018-11-02,BTC,6344.3,6380.0,6330.0,6350.98,1759.45,11173910.23
2018-11-03,BTC,6350.98,6350.98,6318.11,6332.46,349.08,2210908.61
2018-11-04,BTC,6332.46,6453.22,6320.01,6425.09,878.53,5612493.02
2018-11-05,BTC,6425.09,6440.41,6368.49,6403.38,3770.22,24138899.68
2018-11-06,BTC,6403.38,6449.0,6384.75,6448.41,3803.09,24360874.97
2018-11-07,BTC,6448.41,6540.0,6445.5,6501.5,3733.8,24275948.68
2018-11-08,BTC,6501.5,6512.0,6393.84,6405.88,3154.78,20332988.05
2018-11-09,BTC,6405.88,6429.68,6312.0,6335.0,1448.62,9225871.44
2018-11-10,BTC,6335.0,6369.99,6332.6,6350.23,323.14,2053866.07
2018-11-11,BTC,6350.23,6364.97,6275.0,6360.98,544.04,3444779.02
2018-11-12,BTC,6360.98,6382.25,6300.0,6326.27,979.2,6210313.26
2018-11-13,BTC,6326.27,6326.4,6250.0,6258.26,1767.61,11111823.05
2018-11-14,BTC,6258.26,6297.66,5290.0,5606.38,13448.08,76375574.91
2018-11-15,BTC,5606.38,5648.04,5200.0,5572.71,7172.66,39157716.06
2018-11-16,BTC,5572.71,5608.35,5412.48,5515.77,4685.64,25905830.17
2018-11-17,BTC,5515.77,5544.33,5455.09,5503.64,1507.33,8267008.21
2018-11-18,BTC,5503.64,5658.15,5503.64,5560.42,1135.33,6306200.43
2018-11-19,BTC,5560.42,5560.42,4673.86,4733.82,11102.58,56455361.6
2018-11-20,BTC,4733.82,4896.54,4044.71,4355.22,18984.56,84500490.08
2018-11-21,BTC,4355.22,4643.54,4242.49,4546.67,9083.87,40286168.95
2018-11-22,BTC,4546.67,4596.33,4237.01,4263.29,4216.2,18785589.94
2018-11-23,BTC,4263.29,4371.16,4086.83,4288.25,7107.55,30015145.2
2018-11-24,BTC,4288.25,4371.46,3650.0,3789.99,5571.47,22547503.47
2018-11-25,BTC,3789.99,4116.92,3473.0,3933.57,10876.16,40871050.96
2018-11-26,BTC,3933.57,4075.96,3518.6,3730.44,11274.68,42165703.44
2018-11-27,BTC,3730.44,3829.26,3565.0,3771.43,8334.53,30864417.41
2018-11-28,BTC,3771.43,4350.0,3771.43,4223.69,9513.85,38997822.81
2018-11-29,BTC,4223.69,4407.45,4085.49,4240.53,8348.46,35371243.85
2018-11-30,BTC,4240.53,4295.09,3851.0,3984.01,5903.72,23881979.38
2018-12-01,BTC,3970.0,4250.0,3911.47,4141.59,2186.23,8987670.14
2018-12-02,BTC,4141.59,4261.6,4037.62,4101.25,2850.67,11776105.77
2018-12-03,BTC,4101.25,4119.39,3750.0,3835.01,5196.99,20247858.81
2018-12-04,BTC,3835.01,4034.99,3730.52,3903.94,4672.7,18173530.7
2018-12-05,BTC,3903.94,3916.74,3667.19,3691.92,4204.35,15906060.83
2018-12-06,BTC,3691.92,3846.62,3420.65,3436.54,8876.44,32235916.36
2018-12-07,BTC,3436.54,3536.36,3209.71,3377.83,10817.8,36284413.01
2018-12-08,BTC,3377.83,3459.0,3254.62,3394.5,2794.31,9395393.95
2018-12-09,BTC,3394.5,3641.28,3373.71,3529.66,3840.51,13431518.82
2018-12-10,BTC,3529.66,3591.53,3357.56,3411.6,4938.81,17059119.16
2018-12-11,BTC,3411.6,3426.68,3295.01,3356.01,3723.42,12516693.03
2018-12-12,BTC,3347.11,3486.0,3325.11,3431.89,5014.93,17088299.34
2018-12-13,BTC,3431.89,3439.52,3225.39,3265.44,5680.04,18959465.39
2018-12-14,BTC,3265.44,3295.5,3136.46,3195.43,5780.14,18625777.39
2018-12-15,BTC,3195.43,3241.0,3126.88,3184.06,3230.04,10250540.92
2018-12-16,BTC,3184.06,3263.05,3175.0,3193.0,1492.48,4802409.1
2018-12-17,BTC,3193.0,3584.99,3183.07,3502.84,7868.65,26979715.65
2018-12-18,BTC,3502.84,3681.1,3432.38,3667.82,6574.25,23159640.05
2018-12-19,BTC,3667.82,3922.6,3644.26,3683.97,11373.33,42682441.11
2018-12-20,BTC,3683.97,4200.0,3663.29,4077.29,11541.31,45775523.25
2018-12-21,BTC,4077.29,4163.66,3773.13,3839.06,9566.39,37997707.72
2018-12-22,BTC,3839.06,4005.0,3790.27,3979.35,2932.5,11322281.55
2018-12-23,BTC,3979.35,4053.04,3910.0,3948.58,2136.18,8481846.46
2018-12-24,BTC,3948.58,4238.33,3945.32,4036.0,6864.28,28360522.43
2018-12-25,BTC,4036.0,4046.24,3680.0,3777.97,5009.32,18935262.68
2018-12-26,BTC,3777.97,3863.82,3688.04,3808.85,3526.11,13314035.13
2018-12-27,BTC,3808.85,3842.27,3567.86,3588.67,6312.37,23410323.09
2018-12-28,BTC,3588.67,3965.23,3576.04,3889.2,4969.81,18630733.0
2018-12-29,BTC,3889.2,3937.21,3700.0,3729.57,3269.94,12638069.83
2018-12-30,BTC,3729.57,3864.93,3691.01,3826.96,2208.48,8371696.84
2018-12-31,BTC,3826.96,3837.91,3621.93,3692.35,4095.78,15282703.12
2019-01-01,BTC,3692.35,3840.85,3577.18,3823.63,3155.16,11667756.02
2019-01-02,BTC,3823.63,3911.99,3763.85,3890.45,3924.91,14998960.25
2019-01-03,BTC,3890.45,3894.17,3760.1,3786.91,4061.88,15562412.03
2019-01-04,BTC,3786.91,3850.3,3732.15,3821.47,2284.54,8642529.67
2019-01-05,BTC,3821.47,3859.5,3780.0,3797.41,1675.11,6408581.55
2019-01-06,BTC,3797.41,4079.04,3756.79,4041.01,2511.72,9969787.14
2019-01-07,BTC,4041.01,4069.96,3968.45,4007.47,3933.14,15810876.36
2019-01-08,BTC,4007.47,4112.12,3950.0,3992.24,4900.54,19684370.31
2019-01-09,BTC,3992.24,4044.82,3964.92,4000.67,3008.22,12062995.27
2019-01-10,BTC,4000.67,4034.61,3566.0,3626.76,6903.93,25909780.72
2019-01-11,BTC,3626.76,3695.0,3577.01,3637.28,3371.77,12260715.27
2019-01-12,BTC,3637.28,3650.0,3561.5,3618.82,1264.18,4580598.24
2019-01-13,BTC,3618.82,3644.54,3484.33,3514.08,2279.28,8111864.88
2019-01-14,BTC,3514.08,3713.16,3506.84,3662.89,2851.17,10353404.07
2019-01-15,BTC,3662.89,3682.59,3541.0,3583.47,3977.73,14425790.25
2019-01-16,BTC,3583.47,3663.58,3571.47,3604.57,4990.66,17998353.02
2019-01-17,BTC,3604.57,3657.79,3545.43,3641.4,2307.73,8325788.11
2019-01-18,BTC,3641.4,3643.69,3577.28,3608.0,1627.9,5884005.16
2019-01-19,BTC,3608.0,3760.0,3608.0,3687.0,2227.89,8268829.89
2019-01-20,BTC,3687.0,3702.09,3474.0,3533.49,2149.91,7639957.2
2019-01-21,BTC,3533.49,3568.78,3487.29,3532.25,1434.75,5070847.23
2019-01-22,BTC,3532.25,3611.63,3423.74,3577.24,2338.86,8284757.87
2019-01-23,BTC,3577.24,3611.57,3523.34,3553.02,2039.5,7268650.49
2019-01-24,BTC,3553.02,3596.65,3528.54,3570.25,1189.5,4234595.46
2019-01-25,BTC,3570.25,3578.0,3510.0,3561.0,2499.51,8878335.74
2019-01-26,BTC,3561.0,3659.38,3540.12,3558.19,1176.79,4211645.01
2019-01-27,BTC,3558.19,3563.54,3472.94,3529.63,706.13,2489699.92
2019-01-28,BTC,3529.63,3535.18,3369.99,3429.7,4140.79,14214006.37
2019-01-29,BTC,3429.7,3437.93,3321.0,3395.49,4105.75,13930725.13
2019-01-30,BTC,3395.49,3459.5,3372.28,3436.11,3163.47,10840415.6
2019-01-31,BTC,3436.11,3472.0,3394.43,3412.1,2776.44,9495071.14
2019-02-01,BTC,3412.1,3458.18,3370.61,3441.87,2800.61,9580957.96
2019-02-02,BTC,3441.87,3484.99,3412.18,3469.06,691.13,2379749.27
2019-02-03,BTC,3469.06,3471.42,3390.0,3415.99,787.11,2695560.12
2019-02-04,BTC,3415.99,3435.0,3397.0,3411.47,1112.92,3801923.68
2019-02-05,BTC,3411.47,3430.0,3401.84,3429.98,1335.65,4569082.06
2019-02-06,BTC,3429.98,3445.22,3331.44,3366.83,2077.12,7000869.02
2019-02-07,BTC,3366.83,3380.0,3352.29,3359.99,1274.83,4288604.06
2019-02-08,BTC,3359.99,3711.26,3343.84,3622.59,5701.16,20153424.89
2019-02-09,BTC,3622.59,3638.94,3595.01,3624.11,1614.39,5836310.55
2019-02-10,BTC,3624.11,3655.04,3580.17,3647.21,987.24,3565812.48
2019-02-11,BTC,3647.21,3649.99,3578.01,3588.58,3356.7,12072097.28
2019-02-12,BTC,3588.58,3618.56,3550.1,3588.61,2852.03,10208314.61
2019-02-13,BTC,3588.61,3627.79,3561.22,3576.48,1831.34,6560232.65
2019-02-14,BTC,3576.48,3657.0,3537.0,3562.29,2558.17,9142540.86
2019-02-15,BTC,3562.29,3615.79,3544.95,3567.12,2981.09,10649544.93
2019-02-16,BTC,3567.12,3606.92,3567.12,3582.3,906.6,3252985.53
2019-02-17,BTC,3582.3,3675.87,3557.38,3626.7,1439.01,5181942.16
2019-02-18,BTC,3626.7,3912.51,3618.09,3866.99,3804.26,14375151.88
2019-02-19,BTC,3866.99,3971.46,3844.37,3892.03,3746.26,14627443.46
2019-02-20,BTC,3892.03,3966.67,3865.02,3941.16,3014.33,11805181.16
2019-02-21,BTC,3941.16,3987.0,3870.0,3901.59,2537.68,9925700.24
2019-02-22,BTC,3901.59,3954.99,3885.12,3946.56,1570.5,6174383.0
2019-02-23,BTC,3946.56,4153.01,3914.25,4110.99,2210.12,8914369.13
2019-02-24,BTC,4110.99,4186.99,3715.51,3732.48,5902.28,22906892.0
2019-02-25,BTC,3732.48,3859.17,3732.48,3820.26,2262.61,8602292.4
2019-02-26,BTC,3820.26,3828.12,3764.95,3799.99,1620.42,6147361.37
2019-02-27,BTC,3799.99,3820.28,3650.8,3800.0,3091.89,11629064.35
2019-02-28,BTC,3800.0,3912.16,3752.05,3791.49,3708.44,14179915.95
2019-03-01,BTC,3791.49,3843.78,3791.49,3808.12,1608.09,6142566.66
2019-03-02,BTC,3808.12,3818.31,3761.02,3812.45,584.96,2225132.76
2019-03-03,BTC,3812.45,3818.52,3761.95,3789.61,502.67,1908623.58
2019-03-04,BTC,3789.61,3805.46,3675.0,3700.82,1822.32,6788402.72
2019-03-05,BTC,3700.82,3876.59,3695.0,3845.73,2545.61,9666566.71
2019-03-06,BTC,3845.73,3893.29,3811.16,3850.46,2898.24,11133131.82
2019-03-07,BTC,3850.46,3889.72,3829.54,3855.26,1991.41,7693446.38
2019-03-08,BTC,3855.26,3910.0,3771.78,3842.0,2701.45,10468107.75
2019-03-09,BTC,3842.0,3947.88,3835.35,3917.49,847.81,3307557.71
2019-03-10,BTC,3917.49,3918.35,3870.0,3899.07,739.42,2880040.47
2019-03-11,BTC,3899.07,3910.46,3815.06,3851.15,1761.88,6790809.01
2019-03-12,BTC,3851.15,3876.22,3800.0,3862.12,2271.46,8733286.77
2019-03-13,BTC,3862.12,3869.99,3826.0,3850.96,2056.16,7919141.59
2019-03-14,BTC,3850.96,3900.0,3785.0,3855.87,2577.02,9903376.59
2019-03-15,BTC,3855.87,3907.11,3847.95,3901.0,2134.67,8300709.16
2019-03-16,BTC,3901.0,4037.02,3899.0,3990.0,1895.02,7539679.86
2019-03-17,BTC,3990.0,3992.42,3930.06,3965.45,517.09,2049556.87
2019-03-18,BTC,3965.45,4015.85,3936.36,3969.99,1951.98,7744117.58
2019-03-19,BTC,3969.99,4012.69,3951.66,4001.3,1790.84,7126346.95
2019-03-20,BTC,4001.3,4048.85,3963.72,4032.0,2515.81,10066510.2
2019-03-21,BTC,4032.0,4059.37,3915.09,3975.01,2725.24,10877458.98
2019-03-22,BTC,3975.01,3999.73,3963.88,3986.67,1001.2,3989559.9
2019-03-23,BTC,3986.67,4000.5,3961.01,3982.45,809.89,3227449.04
2019-03-24,BTC,3982.45,3982.45,3947.0,3971.53,668.72,2653311.12
2019-03-25,BTC,3971.53,4034.13,3858.55,3908.7,2396.13,9428641.17
2019-03-26,BTC,3908.7,3921.73,3882.92,3919.99,1515.98,5930417.49
2019-03-27,BTC,3919.99,4034.0,3914.95,4027.35,2482.16,9916749.35
2019-03-28,BTC,4027.35,4027.35,3995.0,4012.81,1368.83,5490203.9
2019-03-29,BTC,4012.81,4098.04,4007.71,4082.72,1721.0,6993892.12
2019-03-30,BTC,4082.72,4129.49,4037.28,4094.03,990.66,4046158.0
2019-03-31,BTC,4094.03,4102.91,4076.62,4095.01,498.51,2038822.54
2019-04-01,BTC,4095.01,4147.99,4052.49,4136.54,2280.26,9408272.18
2019-04-02,BTC,4136.54,5090.62,4131.25,4903.3,11731.41,55048636.68
2019-04-03,BTC,4903.3,5346.68,4800.0,4976.94,11038.1,55729580.72
2019-04-04,BTC,4976.94,5072.57,4782.47,4907.68,4002.33,19878417.97
2019-04-05,BTC,4907.68,5067.41,4887.05,5041.0,2898.13,14474678.58
2019-04-06,BTC,5041.0,5239.4,4892.5,5044.56,2390.58,12093844.29
2019-04-07,BTC,5044.56,5266.74,5029.23,5196.02,1510.27,7777657.09
2019-04-08,BTC,5196.02,5350.0,5132.26,5287.88,2766.25,14524197.92
2019-04-09,BTC,5287.88,5287.89,5147.16,5194.98,2775.27,14485148.38
2019-04-10,BTC,5194.98,5471.14,5166.42,5319.55,4036.77,21381284.54
2019-04-11,BTC,5319.55,5347.07,4970.51,5044.68,4747.9,24319016.22
2019-04-12,BTC,5044.68,5117.05,4903.64,5091.58,3367.28,16969147.62
2019-04-13,BTC,5091.58,5141.74,5038.09,5069.48,1543.17,7864420.45
2019-04-14,BTC,5069.48,5187.94,5017.0,5161.51,1475.51,7492355.75
2019-04-15,BTC,5161.51,5190.0,4950.0,5036.86,2159.21,10985361.14
2019-04-16,BTC,5036.86,5230.0,5022.84,5203.65,2112.45,10803162.22
2019-04-17,BTC,5203.65,5271.87,5177.37,5246.1,2396.04,12519648.79
2019-04-18,BTC,5246.1,5315.48,5226.96,5283.73,1658.46,8737964.94
2019-04-19,BTC,5283.73,5358.64,5197.38,5286.63,1345.75,7082655.26
2019-04-20,BTC,5286.63,5358.02,5265.78,5321.31,536.65,2852403.58
2019-04-21,BTC,5321.31,5342.23,5215.53,5296.26,754.94,3987312.14
2019-04-22,BTC,5296.26,5439.99,5256.77,5390.0,1605.17,8587378.49
2019-04-23,BTC,5390.0,5643.97,5366.89,5538.25,3211.67,17832484.4
2019-04-24,BTC,5538.25,5624.58,5376.53,5445.16,3427.55,18821335.83
2019-04-25,BTC,5445.16,5515.4,4976.13,5138.43,3794.34,19789652.85
2019-04-26,BTC,5138.43,5290.47,5046.15,5140.38,2655.37,13663191.88
2019-04-27,BTC,5140.38,5217.4,5119.47,5174.18,947.36,4896922.06
2019-04-28,BTC,5174.18,5213.66,5103.74,5157.02,562.51,2906203.15
2019-04-29,BTC,5157.02,5189.14,5071.48,5149.86,1127.6,5803458.66
2019-04-30,BTC,5149.86,5285.02,5133.08,5266.34,1713.74,8956863.33
2019-05-01,BTC,5266.34,5358.3,5266.34,5329.97,1333.42,7081712.62
2019-05-02,BTC,5329.97,5421.33,5306.95,5391.01,1714.31,9215150.95
2019-05-03,BTC,5391.01,5800.02,5365.2,5660.3,3157.7,17825555.95
2019-05-04,BTC,5660.3,5837.2,5511.01,5769.51,1980.52,11274205.0
2019-05-05,BTC,5769.51,5778.4,5630.63,5715.3,595.99,3404654.18
2019-05-06,BTC,5715.3,5758.31,5570.0,5686.65,1451.05,8225288.67
2019-05-07,BTC,5686.65,5969.51,5686.65,5745.0,2855.5,16703547.42
2019-05-08,BTC,5745.0,5989.98,5653.65,5935.1,1892.96,11041418.25
2019-05-09,BTC,5935.1,6170.33,5935.01,6146.18,2355.05,14242761.9
2019-05-10,BTC,6146.18,6427.25,6110.3,6378.01,3414.36,21471495.1
2019-05-11,BTC,6378.01,7445.45,6354.69,7227.75,5637.01,39089913.34
2019-05-12,BTC,7227.75,7578.83,6760.0,6976.25,9696.46,69215337.68
2019-05-13,BTC,6976.25,8170.0,6869.09,7822.67,8023.11,62026698.03
2019-05-14,BTC,7822.67,8342.0,7625.0,7995.48,5334.13,42471157.08
2019-05-15,BTC,7995.48,8299.5,7840.82,8198.47,3420.5,27667357.92
2019-05-16,BTC,8198.47,8380.0,7665.47,7881.38,3821.51,30539555.78
2019-05-17,BTC,7881.38,7941.51,6630.41,7361.92,8410.19,60482380.56
2019-05-18,BTC,7361.92,7488.21,7210.98,7262.52,1254.0,9211267.03
2019-05-19,BTC,7262.52,8304.56,7257.75,8192.44,2486.79,19707773.03
2019-05-20,BTC,8192.44,8198.02,7576.35,8003.97,3771.45,29874745.8
2019-05-21,BTC,8003.97,8111.32,7809.64,7954.49,1817.9,14456002.87
2019-05-22,BTC,7954.49,8044.08,7504.0,7620.0,2278.64,17802633.09
2019-05-23,BTC,7620.0,7983.03,7470.9,7879.92,1829.05,14142701.87
2019-05-24,BTC,7879.92,8180.0,7800.0,8004.36,1574.28,12636731.56
2019-05-25,BTC,8004.36,8149.5,7947.79,8074.87,710.61,5715577.55
2019-05-26,BTC,8074.87,8786.32,7891.47,8750.01,2687.87,22739403.12
2019-05-27,BTC,8750.01,8946.0,8629.02,8781.16,2344.39,20634713.19
2019-05-28,BTC,8781.16,8823.75,8550.0,8726.4,2265.02,19669909.45
2019-05-29,BTC,8726.4,8760.0,8431.15,8659.18,1898.49,16374194.94
