Date,Currency,Open,High,Low,Close,Volume BTC,Volume USD
2020-04-29,BTC,7769.28,8971.32,7720.0,8790.94,5691.07,48053412.77
2020-04-30,BTC,8790.94,9473.55,8411.0,8630.52,6254.4,55695333.6
2020-05-01,BTC,8630.52,9070.65,8620.76,8821.7,3229.82,28426872.2
2020-05-02,BTC,8821.7,9020.0,8761.17,8977.0,912.4,8129520.83
2020-05-03,BTC,8977.0,9205.85,8733.57,8902.11,1828.83,16434682.18
2020-05-04,BTC,8902.11,8975.52,8535.99,8885.2,2360.32,20763095.81
2020-05-05,BTC,8885.2,9122.68,8775.66,9023.6,2665.93,23848478.7
2020-05-06,BTC,9023.6,9415.0,8923.72,9154.57,3779.64,34812095.7
2020-05-07,BTC,9154.57,10080.0,9040.0,10004.04,5658.56,54592030.7
2020-05-08,BTC,10004.04,10050.31,9732.52,9805.6,4273.04,42390662.34
2020-05-09,BTC,9805.6,9923.24,9522.97,9540.89,1766.77,17157547.76
2020-05-10,BTC,9540.89,9563.38,8133.88,8726.71,6922.03,59930443.19
2020-05-11,BTC,8726.71,9176.2,8200.0,8571.5,6653.72,57765497.46
2020-05-12,BTC,8571.5,8983.6,8541.59,8822.66,2403.09,21166049.12
2020-05-13,BTC,8822.66,9416.89,8804.64,9311.58,2442.55,22223311.0
2020-05-14,BTC,9311.58,9950.0,9269.0,9783.61,3464.61,33424727.76
2020-05-15,BTC,9783.61,9783.61,9117.41,9314.16,3334.97,31511212.37
2020-05-16,BTC,9314.16,9583.75,9210.4,9390.23,889.55,8363084.52
2020-05-17,BTC,9390.23,9890.0,9333.0,9667.5,1272.02,12314399.84
2020-05-18,BTC,9667.5,9955.32,9452.5,9729.56,2015.25,19569496.42
2020-05-19,BTC,9729.56,9900.0,9467.86,9777.43,1988.72,19273331.69
2020-05-20,BTC,9777.43,9845.15,9302.03,9514.6,2340.19,22435557.89
2020-05-21,BTC,9514.6,9568.98,8802.0,9057.09,3078.05,28092409.37
2020-05-22,BTC,9057.09,9265.1,8927.52,9165.0,1346.56,12320153.66
2020-05-23,BTC,9165.0,9310.0,9091.94,9175.0,653.35,6017726.95
