Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ETH,2019-11-15,180.72497196,184.8075113077,186.2298714871,176.9691395995
ETH,2019-11-16,182.1067434198,180.7248229529,183.2523007922,179.1478943884
ETH,2019-11-17,184.1921419583,182.1067434829,186.156566048,180.0385563802
ETH,2019-11-18,178.4221816961,183.7882612011,183.870160096,174.6960152194
ETH,2019-11-19,175.5936935158,178.4223411575,178.4223411575,172.4956581721
ETH,2019-11-20,174.7796503518,175.6027918108,177.265818403,173.3506038457
ETH,2019-11-21,160.5179612026,174.7790948786,175.5398950382,156.4895342332
ETH,2019-11-22,149.5245321915,160.8533428713,162.5769374195,138.0537491882
ETH,2019-11-23,152.1362450315,149.5208627594,154.3257125714,146.3886015228
ETH,2019-11-24,144.3152880154,152.1385142954,152.9254107626,141.5578155985
ETH,2019-11-25,146.9818121723,140.2001010314,151.5314412367,131.7921090308
ETH,2019-11-26,148.006881793,146.9829430816,149.89633943,143.6151983548
ETH,2019-11-27,152.9572770475,148.0063944464,155.8367428318,140.9610081664
ETH,2019-11-28,150.4119794112,152.955144939,154.6622731365,149.7748853818
ETH,2019-11-29,153.673809539,150.4199245175,157.5477217678,149.3600870725
ETH,2019-11-30,151.6554239752,154.6333548445,155.3667352758,149.9045477323
ETH,2019-12-01,151.5529038097,151.6561540342,152.3992989132,145.9724105299
ETH,2019-12-02,149.4546546609,151.5531083148,152.1395962134,146.6868255518
ETH,2019-12-03,147.8113219421,149.0437652809,150.0229822617,145.83763867
ETH,2019-12-04,145.6033385587,147.8090196157,152.1782860761,143.3107348292
ETH,2019-12-05,147.8270036017,145.6036024282,148.8058075217,143.9984883559
ETH,2019-12-06,148.6504041144,148.0544192698,149.5198340363,145.7474845335
ETH,2019-12-07,147.8712516108,148.6506468314,149.5848527936,147.1227833161
ETH,2019-12-08,151.4106799451,147.8742814905,151.8453650178,146.4545058189
ETH,2019-12-09,147.1595338869,151.410626331,151.5515994775,146.6904023237
ETH,2019-12-10,145.7973190251,147.1614170799,148.1517289078,143.8551975824
ETH,2019-12-11,143.010804403,145.8002271455,146.307541141,142.0593823215
ETH,2019-12-12,144.5101036807,143.252226693,145.8505416904,139.279416513
ETH,2019-12-13,144.4855855195,144.6912933383,145.1629101298,142.7873856528
ETH,2019-12-14,142.0555393225,144.4855282641,145.0437269489,141.1641794375
ETH,2019-12-15,142.6819305388,142.0554433732,143.9031341532,139.8372895545
ETH,2019-12-16,132.3435787088,142.6814883866,142.681873152,129.2556709774
ETH,2019-12-17,120.879816225,132.3441022475,132.7613214618,120.4019446118
ETH,2019-12-18,133.8778331329,120.8795881985,134.2879356912,116.2571391386
ETH,2019-12-19,127.2736814053,132.9349405444,133.9879328326,125.7528612447
ETH,2019-12-20,127.3752754888,127.2735675323,128.5234324515,125.8308868059
ETH,2019-12-21,129.8708364029,127.6401608573,130.2112713936,126.6059016578
ETH,2019-12-22,128.9106173166,129.8707266492,131.4355915069,126.5881079787
ETH,2019-12-23,125.0138243959,128.9104737729,131.6841221571,123.9703664689
ETH,2019-12-24,128.0056504074,125.0129590812,128.3185995413,124.0074715855
ETH,2019-12-25,125.3335415778,128.0088700676,128.1732247557,123.2950005379
ETH,2019-12-26,125.2582992782,125.3333204048,132.0670079983,123.3816559468
ETH,2019-12-27,126.149213913,125.2563447939,126.6638832297,122.1867207586
ETH,2019-12-28,128.0111453111,126.1493765257,129.3741249045,125.7484878254
ETH,2019-12-29,134.7680350143,128.0113804058,137.8062787115,127.2727016731
ETH,2019-12-30,132.0730737137,134.2790970367,136.0115698803,130.0177845802
ETH,2019-12-31,128.7226035036,132.1265273155,133.4051840668,127.846576584
ETH,2020-01-01,129.8873633242,128.7216212353,132.6791742547,128.270383906
ETH,2020-01-02,127.0556008747,129.8863430809,130.6324406641,126.1302468569
ETH,2020-01-03,132.9708331543,127.0556008747,134.6841515877,125.4814193736
ETH,2020-01-04,133.8206207495,132.9703016886,135.5848146327,132.3263510971
ETH,2020-01-05,134.8342522004,133.8167911464,138.1953580425,133.5430080138
ETH,2020-01-06,143.1316009393,135.2739361935,143.5312380421,134.741075174
ETH,2020-01-07,142.133414011,143.1324736319,145.3194577462,138.9961843024
ETH,2020-01-08,140.3393936759,142.1874732484,147.8878585617,137.0702811602
ETH,2020-01-09,137.4949989813,140.5102540496,141.3850517365,135.4280273673
ETH,2020-01-10,142.8347833627,137.4955700047,145.1033112786,135.2747290424
ETH,2020-01-11,143.0715916414,144.8464765369,147.8492529133,142.0189513739
ETH,2020-01-12,145.2809936515,143.0715231225,145.7229897092,141.7851073239
ETH,2020-01-13,143.9369170091,145.3010869285,146.9424926044,142.1317501882
ETH,2020-01-14,163.8546314577,143.5929432203,170.7564251758,143.5882635704
ETH,2020-01-15,166.5383398703,163.8406103648,171.6563009014,158.8671804523
ETH,2020-01-16,163.9372081347,166.3027404324,167.217221392,158.1935887276
ETH,2020-01-17,171.5889767813,163.937012032,174.077917304,161.993060011
ETH,2020-01-18,176.7004339689,171.5958831713,179.1611162983,164.9857579834
ETH,2020-01-19,166.0633101409,176.6578850177,177.8974233599,161.6662374274
ETH,2020-01-20,167.5725368448,166.0631809193,169.2062998749,161.0670262194
ETH,2020-01-21,169.0544916457,167.3736339618,169.9529092157,164.1286409364
ETH,2020-01-22,167.1518344609,169.0544205089,171.1612131665,165.682081616
ETH,2020-01-23,162.6714166963,167.1518145691,167.82455463,158.8187964204
ETH,2020-01-24,162.8065223703,162.3679148834,164.2163653709,155.2544170724
ETH,2020-01-25,160.9178681144,162.8065025247,163.7269775155,157.3198028334
